psgcCode,correspondenceCode,officialName,displayName,geographicLevel,parentPsgcCode,regionPsgcCode,provincePsgcCode,cityMunicipalityPsgcCode,cityClassification,incomeClassification,oldName,sourceStatus,urbanRural,sourceVersion,suggestedSlug
0304916002,034916002,Agupalo Este,Agupalo Este,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,agupalo-este
0304916003,034916003,Agupalo Weste,Agupalo Weste,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,agupalo-weste
0304916004,034916004,Alalay Chica,Alalay Chica,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,alalay-chica
0304916005,034916005,Alalay Grande,Alalay Grande,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,alalay-grande
0304916006,034916006,J. U. Tienzo,J. U. Tienzo,barangay,0304916000,0300000000,0304900000,0304916000,,,Arimal,,R,PSGC-2026-Q2-2026-06-30,j-u-tienzo
0304916007,034916007,Bagong Flores,Bagong Flores,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,bagong-flores
0304916008,034916008,Balbalungao,Balbalungao,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,balbalungao
0304916010,034916010,Burgos,Burgos,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,burgos-nueva-ecija-0304916010
0304916013,034916013,Cordero,Cordero,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,cordero
0304916016,034916016,Mapangpang,Mapangpang,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,mapangpang-nueva-ecija
0304916017,034916017,Namulandayan,Namulandayan,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,namulandayan
0304916018,034916018,Parista,Parista,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,parista
0304916020,034916020,Poblacion East,Poblacion East,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,poblacion-east-nueva-ecija-0304916020
0304916021,034916021,Poblacion North,Poblacion North,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,poblacion-north-nueva-ecija
0304916022,034916022,Poblacion South,Poblacion South,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,poblacion-south-nueva-ecija
0304916023,034916023,Poblacion West,Poblacion West,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,poblacion-west-nueva-ecija-0304916023
0304916025,034916025,Salvacion I,Salvacion I,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,salvacion-i
0304916026,034916026,Salvacion II,Salvacion II,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,salvacion-ii
0304916028,034916028,San Antonio Este,San Antonio Este,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,san-antonio-este
0304916029,034916029,San Antonio Weste,San Antonio Weste,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,san-antonio-weste
0304916030,034916030,San Isidro,San Isidro,barangay,0304916000,0300000000,0304900000,0304916000,,,,,U,PSGC-2026-Q2-2026-06-30,san-isidro-nueva-ecija-0304916030
0304916032,034916032,San Pedro,San Pedro,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,san-pedro-nueva-ecija-0304916032
0304916033,034916033,San Roque,San Roque,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,san-roque-nueva-ecija-0304916033
0304916034,034916034,Santo Domingo,Santo Domingo,barangay,0304916000,0300000000,0304900000,0304916000,,,,,R,PSGC-2026-Q2-2026-06-30,santo-domingo-nueva-ecija-0304916034
0304917000,034917000,Science City of Muñoz,Science City of Muñoz,city,0304900000,0300000000,0304900000,0304917000,Component City,4th,,,,PSGC-2026-Q2-2026-06-30,science-city-of-munoz
0304917001,034917001,Bagong Sikat,Bagong Sikat,barangay,0304917000,0300000000,0304900000,0304917000,,,,,U,PSGC-2026-Q2-2026-06-30,bagong-sikat-nueva-ecija-0304917001
0304917002,034917002,Balante,Balante,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,balante-nueva-ecija-0304917002
0304917003,034917003,Bantug,Bantug,barangay,0304917000,0300000000,0304900000,0304917000,,,,,U,PSGC-2026-Q2-2026-06-30,bantug-nueva-ecija-0304917003
0304917004,034917004,Bical,Bical,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,bical-nueva-ecija
0304917005,034917005,Cabisuculan,Cabisuculan,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,cabisuculan
0304917006,034917006,Calabalabaan,Calabalabaan,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,calabalabaan
0304917007,034917007,Calisitan,Calisitan,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,calisitan-nueva-ecija
0304917008,034917008,Catalanacan,Catalanacan,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,catalanacan
0304917009,034917009,Curva,Curva,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,curva-nueva-ecija-0304917009
0304917010,034917010,Franza,Franza,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,franza
0304917011,034917011,Gabaldon,Gabaldon,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,gabaldon-nueva-ecija-0304917011
0304917012,034917012,Labney,Labney,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,labney-nueva-ecija
0304917013,034917013,Licaong,Licaong,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,licaong
0304917014,034917014,Linglingay,Linglingay,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,linglingay-nueva-ecija
0304917016,034917016,Mangandingay,Mangandingay,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,mangandingay-nueva-ecija
0304917017,034917017,Magtanggol,Magtanggol,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,magtanggol-nueva-ecija-0304917017
0304917018,034917018,Maligaya,Maligaya,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,maligaya-nueva-ecija-0304917018
0304917019,034917019,Mapangpang,Mapangpang,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,mapangpang-nueva-ecija-0304917019
0304917020,034917020,Maragol,Maragol,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,maragol
0304917021,034917021,Matingkis,Matingkis,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,matingkis-nueva-ecija
0304917022,034917022,Naglabrahan,Naglabrahan,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,naglabrahan-nueva-ecija-0304917022
0304917024,034917024,Palusapis,Palusapis,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,palusapis
0304917025,034917025,Pandalla,Pandalla,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,pandalla
0304917026,034917026,Poblacion East,Poblacion East,barangay,0304917000,0300000000,0304900000,0304917000,,,,,U,PSGC-2026-Q2-2026-06-30,poblacion-east-nueva-ecija-0304917026
0304917027,034917027,Poblacion North,Poblacion North,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,poblacion-north-nueva-ecija-0304917027
0304917028,034917028,Poblacion South,Poblacion South,barangay,0304917000,0300000000,0304900000,0304917000,,,,,U,PSGC-2026-Q2-2026-06-30,poblacion-south-nueva-ecija-0304917028
0304917029,034917029,Poblacion West,Poblacion West,barangay,0304917000,0300000000,0304900000,0304917000,,,,,U,PSGC-2026-Q2-2026-06-30,poblacion-west-nueva-ecija-0304917029
0304917030,034917030,Rang-ayan,Rang-ayan,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,rang-ayan-nueva-ecija
0304917031,034917031,Rizal,Rizal,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,rizal-nueva-ecija-0304917031
0304917032,034917032,San Andres,San Andres,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,san-andres-nueva-ecija-0304917032
0304917033,034917033,San Antonio,San Antonio,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,san-antonio-nueva-ecija-0304917033
0304917034,034917034,San Felipe,San Felipe,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,san-felipe-nueva-ecija-0304917034
0304917035,034917035,Sapang Cawayan,Sapang Cawayan,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,sapang-cawayan
0304917036,034917036,Villa Isla,Villa Isla,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,villa-isla
0304917037,034917037,Villa Nati,Villa Nati,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,villa-nati
0304917038,034917038,Villa Santos,Villa Santos,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,villa-santos
0304917040,034917040,Villa Cuizon,Villa Cuizon,barangay,0304917000,0300000000,0304900000,0304917000,,,,,R,PSGC-2026-Q2-2026-06-30,villa-cuizon
0304918000,034918000,Nampicuan,Nampicuan,municipality,0304900000,0300000000,0304900000,0304918000,,4th,,,,PSGC-2026-Q2-2026-06-30,nampicuan-nueva-ecija
0304918001,034918001,Alemania,Alemania,barangay,0304918000,0300000000,0304900000,0304918000,,,,,R,PSGC-2026-Q2-2026-06-30,alemania
0304918002,034918002,Ambasador Alzate Village,Ambasador Alzate Village,barangay,0304918000,0300000000,0304900000,0304918000,,,,,R,PSGC-2026-Q2-2026-06-30,ambasador-alzate-village
0304918003,034918003,Cabaducan East,Cabaducan East,barangay,0304918000,0300000000,0304900000,0304918000,,,,Pob.,R,PSGC-2026-Q2-2026-06-30,cabaducan-east
0304918004,034918004,Cabaducan West,Cabaducan West,barangay,0304918000,0300000000,0304900000,0304918000,,,,Pob.,R,PSGC-2026-Q2-2026-06-30,cabaducan-west
0304918005,034918005,Cabawangan,Cabawangan,barangay,0304918000,0300000000,0304900000,0304918000,,,,,R,PSGC-2026-Q2-2026-06-30,cabawangan
0304918008,034918008,East Central Poblacion,East Central Poblacion,barangay,0304918000,0300000000,0304900000,0304918000,,,,,R,PSGC-2026-Q2-2026-06-30,east-central-poblacion
0304918009,034918009,Edy,Edy,barangay,0304918000,0300000000,0304900000,0304918000,,,,,R,PSGC-2026-Q2-2026-06-30,edy
0304918011,034918011,Maeling,Maeling,barangay,0304918000,0300000000,0304900000,0304918000,,,,,R,PSGC-2026-Q2-2026-06-30,maeling
0304918012,034918012,Mayantoc,Mayantoc,barangay,0304918000,0300000000,0304900000,0304918000,,,,,R,PSGC-2026-Q2-2026-06-30,mayantoc-nueva-ecija
0304918013,034918013,Medico,Medico,barangay,0304918000,0300000000,0304900000,0304918000,,,,,R,PSGC-2026-Q2-2026-06-30,medico
0304918014,034918014,Monic,Monic,barangay,0304918000,0300000000,0304900000,0304918000,,,,,R,PSGC-2026-Q2-2026-06-30,monic
0304918016,034918016,North Poblacion,North Poblacion,barangay,0304918000,0300000000,0304900000,0304918000,,,,,R,PSGC-2026-Q2-2026-06-30,north-poblacion-nueva-ecija
0304918017,034918017,Northwest Poblacion,Northwest Poblacion,barangay,0304918000,0300000000,0304900000,0304918000,,,,,R,PSGC-2026-Q2-2026-06-30,northwest-poblacion
0304918019,034918019,Estacion,Estacion,barangay,0304918000,0300000000,0304900000,0304918000,,,,Pob.,R,PSGC-2026-Q2-2026-06-30,estacion-nueva-ecija
0304918021,034918021,West Poblacion,West Poblacion,barangay,0304918000,0300000000,0304900000,0304918000,,,,,R,PSGC-2026-Q2-2026-06-30,west-poblacion-nueva-ecija
0304918023,034918023,Recuerdo,Recuerdo,barangay,0304918000,0300000000,0304900000,0304918000,,,,,R,PSGC-2026-Q2-2026-06-30,recuerdo
0304918024,034918024,South Central Poblacion,South Central Poblacion,barangay,0304918000,0300000000,0304900000,0304918000,,,,,R,PSGC-2026-Q2-2026-06-30,south-central-poblacion
0304918025,034918025,Southeast Poblacion,Southeast Poblacion,barangay,0304918000,0300000000,0304900000,0304918000,,,,,R,PSGC-2026-Q2-2026-06-30,southeast-poblacion
0304918026,034918026,Southwest Poblacion,Southwest Poblacion,barangay,0304918000,0300000000,0304900000,0304918000,,,,,R,PSGC-2026-Q2-2026-06-30,southwest-poblacion
0304918027,034918027,Tony,Tony,barangay,0304918000,0300000000,0304900000,0304918000,,,,,R,PSGC-2026-Q2-2026-06-30,tony
0304918028,034918028,West Central Poblacion,West Central Poblacion,barangay,0304918000,0300000000,0304900000,0304918000,,,,,R,PSGC-2026-Q2-2026-06-30,west-central-poblacion
0304919000,034919000,City of Palayan,Palayan City,city,0304900000,0300000000,0304900000,0304919000,Component City,4th,,Capital,,PSGC-2026-Q2-2026-06-30,palayan-city
0304919001,034919001,Aulo,Aulo,barangay,0304919000,0300000000,0304900000,0304919000,,,,,R,PSGC-2026-Q2-2026-06-30,aulo
0304919003,034919003,Bo. Militar,Bo. Militar,barangay,0304919000,0300000000,0304900000,0304919000,,,Fort Magsaysay,,U,PSGC-2026-Q2-2026-06-30,bo-militar
0304919004,034919004,Ganaderia,Ganaderia,barangay,0304919000,0300000000,0304900000,0304919000,,,,,R,PSGC-2026-Q2-2026-06-30,ganaderia
0304919005,034919005,Maligaya,Maligaya,barangay,0304919000,0300000000,0304900000,0304919000,,,,,R,PSGC-2026-Q2-2026-06-30,maligaya-nueva-ecija-0304919005
0304919006,034919006,Manacnac,Manacnac,barangay,0304919000,0300000000,0304900000,0304919000,,,,,R,PSGC-2026-Q2-2026-06-30,manacnac
0304919007,034919007,Mapait,Mapait,barangay,0304919000,0300000000,0304900000,0304919000,,,,,R,PSGC-2026-Q2-2026-06-30,mapait
0304919008,034919008,Marcos Village,Marcos Village,barangay,0304919000,0300000000,0304900000,0304919000,,,,,U,PSGC-2026-Q2-2026-06-30,marcos-village-nueva-ecija
0304919010,034919010,Malate,Malate,barangay,0304919000,0300000000,0304900000,0304919000,,,,Pob.,R,PSGC-2026-Q2-2026-06-30,malate-nueva-ecija
0304919011,034919011,Sapang Buho,Sapang Buho,barangay,0304919000,0300000000,0304900000,0304919000,,,,,R,PSGC-2026-Q2-2026-06-30,sapang-buho
0304919012,034919012,Singalat,Singalat,barangay,0304919000,0300000000,0304900000,0304919000,,,,,U,PSGC-2026-Q2-2026-06-30,singalat
0304919013,034919013,Atate,Atate,barangay,0304919000,0300000000,0304900000,0304919000,,,,,R,PSGC-2026-Q2-2026-06-30,atate
0304919014,034919014,Caballero,Caballero,barangay,0304919000,0300000000,0304900000,0304919000,,,,,R,PSGC-2026-Q2-2026-06-30,caballero-nueva-ecija-0304919014
0304919015,034919015,Caimito,Caimito,barangay,0304919000,0300000000,0304900000,0304919000,,,,,R,PSGC-2026-Q2-2026-06-30,caimito
0304919016,034919016,Doña Josefa,Doña Josefa,barangay,0304919000,0300000000,0304900000,0304919000,,,,,R,PSGC-2026-Q2-2026-06-30,dona-josefa-nueva-ecija
0304919017,034919017,Imelda Valley,Imelda Valley,barangay,0304919000,0300000000,0304900000,0304919000,,,,,R,PSGC-2026-Q2-2026-06-30,imelda-valley
0304919018,034919018,Langka,Langka,barangay,0304919000,0300000000,0304900000,0304919000,,,,,R,PSGC-2026-Q2-2026-06-30,langka-nueva-ecija
0304919020,034919020,Santolan,Santolan,barangay,0304919000,0300000000,0304900000,0304919000,,,,,R,PSGC-2026-Q2-2026-06-30,santolan-nueva-ecija
0304919021,034919021,Popolon Pagas,Popolon Pagas,barangay,0304919000,0300000000,0304900000,0304919000,,,,,R,PSGC-2026-Q2-2026-06-30,popolon-pagas
0304919022,034919022,Bagong Buhay,Bagong Buhay,barangay,0304919000,0300000000,0304900000,0304919000,,,,,R,PSGC-2026-Q2-2026-06-30,bagong-buhay-nueva-ecija-0304919022
0304920000,034920000,Pantabangan,Pantabangan,municipality,0304900000,0300000000,0304900000,0304920000,,1st,,,,PSGC-2026-Q2-2026-06-30,pantabangan
0304920001,034920001,Cadaclan,Cadaclan,barangay,0304920000,0300000000,0304900000,0304920000,,,,,R,PSGC-2026-Q2-2026-06-30,cadaclan-nueva-ecija
0304920003,034920003,Cambitala,Cambitala,barangay,0304920000,0300000000,0304900000,0304920000,,,,,R,PSGC-2026-Q2-2026-06-30,cambitala
0304920004,034920004,Conversion,Conversion,barangay,0304920000,0300000000,0304900000,0304920000,,,,,R,PSGC-2026-Q2-2026-06-30,conversion
0304920005,034920005,Ganduz,Ganduz,barangay,0304920000,0300000000,0304900000,0304920000,,,,,R,PSGC-2026-Q2-2026-06-30,ganduz
0304920007,034920007,Liberty,Liberty,barangay,0304920000,0300000000,0304900000,0304920000,,,,,R,PSGC-2026-Q2-2026-06-30,liberty
0304920009,034920009,Malbang,Malbang,barangay,0304920000,0300000000,0304900000,0304920000,,,,,R,PSGC-2026-Q2-2026-06-30,malbang
0304920010,034920010,Marikit,Marikit,barangay,0304920000,0300000000,0304900000,0304920000,,,,,R,PSGC-2026-Q2-2026-06-30,marikit-nueva-ecija
0304920011,034920011,Napon-Napon,Napon-Napon,barangay,0304920000,0300000000,0304900000,0304920000,,,,,R,PSGC-2026-Q2-2026-06-30,napon-napon
0304920012,034920012,Poblacion East,Poblacion East,barangay,0304920000,0300000000,0304900000,0304920000,,,,,R,PSGC-2026-Q2-2026-06-30,poblacion-east-nueva-ecija-0304920012
0304920013,034920013,Poblacion West,Poblacion West,barangay,0304920000,0300000000,0304900000,0304920000,,,,,R,PSGC-2026-Q2-2026-06-30,poblacion-west-nueva-ecija-0304920013
0304920014,034920014,Sampaloc,Sampaloc,barangay,0304920000,0300000000,0304900000,0304920000,,,,,R,PSGC-2026-Q2-2026-06-30,sampaloc-nueva-ecija
0304920015,034920015,San Juan,San Juan,barangay,0304920000,0300000000,0304900000,0304920000,,,,,R,PSGC-2026-Q2-2026-06-30,san-juan-nueva-ecija-0304920015
0304920016,034920016,Villarica,Villarica,barangay,0304920000,0300000000,0304900000,0304920000,,,,,R,PSGC-2026-Q2-2026-06-30,villarica-nueva-ecija
0304920017,034920017,Fatima,Fatima,barangay,0304920000,0300000000,0304900000,0304920000,,,,,U,PSGC-2026-Q2-2026-06-30,fatima-nueva-ecija-0304920017
0304921000,034921000,Peñaranda,Peñaranda,municipality,0304900000,0300000000,0304900000,0304921000,,2nd,,,,PSGC-2026-Q2-2026-06-30,penaranda
0304921001,034921001,Callos,Callos,barangay,0304921000,0300000000,0304900000,0304921000,,,,,R,PSGC-2026-Q2-2026-06-30,callos
0304921003,034921003,Las Piñas,Las Piñas,barangay,0304921000,0300000000,0304900000,0304921000,,,,,R,PSGC-2026-Q2-2026-06-30,las-pinas-nueva-ecija
0304921006,034921006,Poblacion I,Poblacion I,barangay,0304921000,0300000000,0304900000,0304921000,,,,,U,PSGC-2026-Q2-2026-06-30,poblacion-i-nueva-ecija
0304921007,034921007,Poblacion II,Poblacion II,barangay,0304921000,0300000000,0304900000,0304921000,,,,,R,PSGC-2026-Q2-2026-06-30,poblacion-ii-nueva-ecija
0304921008,034921008,Poblacion III,Poblacion III,barangay,0304921000,0300000000,0304900000,0304921000,,,,,R,PSGC-2026-Q2-2026-06-30,poblacion-iii-nueva-ecija
0304921009,034921009,Poblacion IV,Poblacion IV,barangay,0304921000,0300000000,0304900000,0304921000,,,,,R,PSGC-2026-Q2-2026-06-30,poblacion-iv-nueva-ecija
0304921012,034921012,Santo Tomas,Santo Tomas,barangay,0304921000,0300000000,0304900000,0304921000,,,,,U,PSGC-2026-Q2-2026-06-30,santo-tomas-nueva-ecija-0304921012
0304921013,034921013,Sinasajan,Sinasajan,barangay,0304921000,0300000000,0304900000,0304921000,,,,,U,PSGC-2026-Q2-2026-06-30,sinasajan
0304921014,034921014,San Josef,San Josef,barangay,0304921000,0300000000,0304900000,0304921000,,,,,U,PSGC-2026-Q2-2026-06-30,san-josef-nueva-ecija-0304921014
0304921015,034921015,San Mariano,San Mariano,barangay,0304921000,0300000000,0304900000,0304921000,,,Maugat,,R,PSGC-2026-Q2-2026-06-30,san-mariano-nueva-ecija
0304922000,034922000,Quezon,Quezon,municipality,0304900000,0300000000,0304900000,0304922000,,2nd,,,,PSGC-2026-Q2-2026-06-30,quezon-nueva-ecija
0304922001,034922001,Bertese,Bertese,barangay,0304922000,0300000000,0304900000,0304922000,,,,,R,PSGC-2026-Q2-2026-06-30,bertese
0304922004,034922004,Doña Lucia,Doña Lucia,barangay,0304922000,0300000000,0304900000,0304922000,,,,,R,PSGC-2026-Q2-2026-06-30,dona-lucia
0304922005,034922005,Dulong Bayan,Dulong Bayan,barangay,0304922000,0300000000,0304900000,0304922000,,,,,U,PSGC-2026-Q2-2026-06-30,dulong-bayan-nueva-ecija
0304922006,034922006,Ilog Baliwag,Ilog Baliwag,barangay,0304922000,0300000000,0304900000,0304922000,,,,,R,PSGC-2026-Q2-2026-06-30,ilog-baliwag
0304922010,034922010,Barangay I,Barangay I,barangay,0304922000,0300000000,0304900000,0304922000,,,,Pob.,R,PSGC-2026-Q2-2026-06-30,barangay-i-nueva-ecija-0304922010
0304922011,034922011,Barangay II,Barangay II,barangay,0304922000,0300000000,0304900000,0304922000,,,,Pob.,R,PSGC-2026-Q2-2026-06-30,barangay-ii-nueva-ecija-0304922011
0304922012,034922012,Pulong Bahay,Pulong Bahay,barangay,0304922000,0300000000,0304900000,0304922000,,,,,R,PSGC-2026-Q2-2026-06-30,pulong-bahay
0304922013,034922013,San Alejandro,San Alejandro,barangay,0304922000,0300000000,0304900000,0304922000,,,,,R,PSGC-2026-Q2-2026-06-30,san-alejandro-nueva-ecija
0304922014,034922014,San Andres I,San Andres I,barangay,0304922000,0300000000,0304900000,0304922000,,,,,R,PSGC-2026-Q2-2026-06-30,san-andres-i-nueva-ecija
0304922015,034922015,San Andres II,San Andres II,barangay,0304922000,0300000000,0304900000,0304922000,,,,,R,PSGC-2026-Q2-2026-06-30,san-andres-ii-nueva-ecija
0304922017,034922017,San Manuel,San Manuel,barangay,0304922000,0300000000,0304900000,0304922000,,,,,R,PSGC-2026-Q2-2026-06-30,san-manuel-nueva-ecija
0304922018,034922018,Santa Clara,Santa Clara,barangay,0304922000,0300000000,0304900000,0304922000,,,,,R,PSGC-2026-Q2-2026-06-30,santa-clara-nueva-ecija-0304922018
0304922019,034922019,Santa Rita,Santa Rita,barangay,0304922000,0300000000,0304900000,0304922000,,,,,R,PSGC-2026-Q2-2026-06-30,santa-rita-nueva-ecija-0304922019
0304922020,034922020,Santo Cristo,Santo Cristo,barangay,0304922000,0300000000,0304900000,0304922000,,,,,R,PSGC-2026-Q2-2026-06-30,santo-cristo-nueva-ecija
0304922022,034922022,Santo Tomas Feria,Santo Tomas Feria,barangay,0304922000,0300000000,0304900000,0304922000,,,,,R,PSGC-2026-Q2-2026-06-30,santo-tomas-feria
0304922024,034922024,San Miguel,San Miguel,barangay,0304922000,0300000000,0304900000,0304922000,,,,,R,PSGC-2026-Q2-2026-06-30,san-miguel-nueva-ecija-0304922024
0304923000,034923000,Rizal,Rizal,municipality,0304900000,0300000000,0304900000,0304923000,,1st,,,,PSGC-2026-Q2-2026-06-30,rizal-nueva-ecija
0304923002,034923002,Agbannawag,Agbannawag,barangay,0304923000,0300000000,0304900000,0304923000,,,,,R,PSGC-2026-Q2-2026-06-30,agbannawag-nueva-ecija
0304923005,034923005,Bicos,Bicos,barangay,0304923000,0300000000,0304900000,0304923000,,,,,U,PSGC-2026-Q2-2026-06-30,bicos
0304923006,034923006,Cabucbucan,Cabucbucan,barangay,0304923000,0300000000,0304900000,0304923000,,,,,U,PSGC-2026-Q2-2026-06-30,cabucbucan
0304923007,034923007,Calaocan District,Calaocan District,barangay,0304923000,0300000000,0304900000,0304923000,,,,,R,PSGC-2026-Q2-2026-06-30,calaocan-district
0304923008,034923008,Canaan East,Canaan East,barangay,0304923000,0300000000,0304900000,0304923000,,,,,R,PSGC-2026-Q2-2026-06-30,canaan-east
0304923009,034923009,Canaan West,Canaan West,barangay,0304923000,0300000000,0304900000,0304923000,,,,,R,PSGC-2026-Q2-2026-06-30,canaan-west
0304923010,034923010,Casilagan,Casilagan,barangay,0304923000,0300000000,0304900000,0304923000,,,,,R,PSGC-2026-Q2-2026-06-30,casilagan-nueva-ecija
0304923011,034923011,Aglipay,Aglipay,barangay,0304923000,0300000000,0304900000,0304923000,,,Curva,,R,PSGC-2026-Q2-2026-06-30,aglipay-nueva-ecija
0304923012,034923012,Del Pilar,Del Pilar,barangay,0304923000,0300000000,0304900000,0304923000,,,,,R,PSGC-2026-Q2-2026-06-30,del-pilar-nueva-ecija
0304923013,034923013,Estrella,Estrella,barangay,0304923000,0300000000,0304900000,0304923000,,,,,U,PSGC-2026-Q2-2026-06-30,estrella-nueva-ecija
0304923016,034923016,General Luna,General Luna,barangay,0304923000,0300000000,0304900000,0304923000,,,,,R,PSGC-2026-Q2-2026-06-30,general-luna-nueva-ecija-0304923016
0304923018,034923018,Macapsing,Macapsing,barangay,0304923000,0300000000,0304900000,0304923000,,,,,R,PSGC-2026-Q2-2026-06-30,macapsing
0304923019,034923019,Maligaya,Maligaya,barangay,0304923000,0300000000,0304900000,0304923000,,,,,R,PSGC-2026-Q2-2026-06-30,maligaya-nueva-ecija-0304923019
0304923021,034923021,Paco Roman,Paco Roman,barangay,0304923000,0300000000,0304900000,0304923000,,,,,R,PSGC-2026-Q2-2026-06-30,paco-roman
0304923022,034923022,Pag-asa,Pag-asa,barangay,0304923000,0300000000,0304900000,0304923000,,,,,R,PSGC-2026-Q2-2026-06-30,pag-asa-nueva-ecija
0304923025,034923025,Poblacion Central,Poblacion Central,barangay,0304923000,0300000000,0304900000,0304923000,,,,,R,PSGC-2026-Q2-2026-06-30,poblacion-central-nueva-ecija-0304923025
0304923026,034923026,Poblacion East,Poblacion East,barangay,0304923000,0300000000,0304900000,0304923000,,,,,R,PSGC-2026-Q2-2026-06-30,poblacion-east-nueva-ecija-0304923026
0304923027,034923027,Poblacion Norte,Poblacion Norte,barangay,0304923000,0300000000,0304900000,0304923000,,,,,R,PSGC-2026-Q2-2026-06-30,poblacion-norte-nueva-ecija-0304923027
