psgcCode,correspondenceCode,officialName,displayName,geographicLevel,parentPsgcCode,regionPsgcCode,provincePsgcCode,cityMunicipalityPsgcCode,cityClassification,incomeClassification,oldName,sourceStatus,urbanRural,sourceVersion,suggestedSlug
0304923028,034923028,Poblacion Sur,Poblacion Sur,barangay,0304923000,0300000000,0304900000,0304923000,,,,,U,PSGC-2026-Q2-2026-06-30,poblacion-sur-nueva-ecija-0304923028
0304923029,034923029,Poblacion West,Poblacion West,barangay,0304923000,0300000000,0304900000,0304923000,,,,,R,PSGC-2026-Q2-2026-06-30,poblacion-west-nueva-ecija-0304923029
0304923030,034923030,Portal,Portal,barangay,0304923000,0300000000,0304900000,0304923000,,,,,R,PSGC-2026-Q2-2026-06-30,portal
0304923031,034923031,San Esteban,San Esteban,barangay,0304923000,0300000000,0304900000,0304923000,,,,,R,PSGC-2026-Q2-2026-06-30,san-esteban-nueva-ecija
0304923032,034923032,Santa Monica,Santa Monica,barangay,0304923000,0300000000,0304900000,0304923000,,,,,U,PSGC-2026-Q2-2026-06-30,santa-monica-nueva-ecija-0304923032
0304923033,034923033,Villa Labrador,Villa Labrador,barangay,0304923000,0300000000,0304900000,0304923000,,,,,R,PSGC-2026-Q2-2026-06-30,villa-labrador
0304923034,034923034,Villa Paraiso,Villa Paraiso,barangay,0304923000,0300000000,0304900000,0304923000,,,,,R,PSGC-2026-Q2-2026-06-30,villa-paraiso
0304923035,034923035,San Gregorio,San Gregorio,barangay,0304923000,0300000000,0304900000,0304923000,,,,,R,PSGC-2026-Q2-2026-06-30,san-gregorio-nueva-ecija-0304923035
0304924000,034924000,San Antonio,San Antonio,municipality,0304900000,0300000000,0304900000,0304924000,,1st,,,,PSGC-2026-Q2-2026-06-30,san-antonio-nueva-ecija
0304924001,034924001,Buliran,Buliran,barangay,0304924000,0300000000,0304900000,0304924000,,,,,R,PSGC-2026-Q2-2026-06-30,buliran-nueva-ecija-0304924001
0304924002,034924002,Cama Juan,Cama Juan,barangay,0304924000,0300000000,0304900000,0304924000,,,,,R,PSGC-2026-Q2-2026-06-30,cama-juan
0304924003,034924003,Julo,Julo,barangay,0304924000,0300000000,0304900000,0304924000,,,,,U,PSGC-2026-Q2-2026-06-30,julo
0304924004,034924004,Lawang Kupang,Lawang Kupang,barangay,0304924000,0300000000,0304900000,0304924000,,,,,R,PSGC-2026-Q2-2026-06-30,lawang-kupang
0304924005,034924005,Luyos,Luyos,barangay,0304924000,0300000000,0304900000,0304924000,,,,,R,PSGC-2026-Q2-2026-06-30,luyos-nueva-ecija
0304924006,034924006,Maugat,Maugat,barangay,0304924000,0300000000,0304900000,0304924000,,,,,U,PSGC-2026-Q2-2026-06-30,maugat-nueva-ecija
0304924007,034924007,Panabingan,Panabingan,barangay,0304924000,0300000000,0304900000,0304924000,,,,,R,PSGC-2026-Q2-2026-06-30,panabingan
0304924008,034924008,Papaya,Papaya,barangay,0304924000,0300000000,0304900000,0304924000,,,,,U,PSGC-2026-Q2-2026-06-30,papaya-nueva-ecija
0304924009,034924009,Poblacion,Poblacion,barangay,0304924000,0300000000,0304900000,0304924000,,,,,R,PSGC-2026-Q2-2026-06-30,poblacion-nueva-ecija-0304924009
0304924011,034924011,San Francisco,San Francisco,barangay,0304924000,0300000000,0304900000,0304924000,,,,,U,PSGC-2026-Q2-2026-06-30,san-francisco-nueva-ecija-0304924011
0304924012,034924012,San Jose,San Jose,barangay,0304924000,0300000000,0304900000,0304924000,,,,,R,PSGC-2026-Q2-2026-06-30,san-jose-nueva-ecija-0304924012
0304924013,034924013,San Mariano,San Mariano,barangay,0304924000,0300000000,0304900000,0304924000,,,,,U,PSGC-2026-Q2-2026-06-30,san-mariano-nueva-ecija-0304924013
0304924014,034924014,Santa Cruz,Santa Cruz,barangay,0304924000,0300000000,0304900000,0304924000,,,,,R,PSGC-2026-Q2-2026-06-30,santa-cruz-nueva-ecija-0304924014
0304924015,034924015,Santo Cristo,Santo Cristo,barangay,0304924000,0300000000,0304900000,0304924000,,,,,U,PSGC-2026-Q2-2026-06-30,santo-cristo-nueva-ecija-0304924015
0304924016,034924016,Santa Barbara,Santa Barbara,barangay,0304924000,0300000000,0304900000,0304924000,,,,,U,PSGC-2026-Q2-2026-06-30,santa-barbara-nueva-ecija-0304924016
0304924017,034924017,Tikiw,Tikiw,barangay,0304924000,0300000000,0304900000,0304924000,,,,,R,PSGC-2026-Q2-2026-06-30,tikiw
0304925000,034925000,San Isidro,San Isidro,municipality,0304900000,0300000000,0304900000,0304925000,,1st,,,,PSGC-2026-Q2-2026-06-30,san-isidro-nueva-ecija
0304925001,034925001,Alua,Alua,barangay,0304925000,0300000000,0304900000,0304925000,,,,,U,PSGC-2026-Q2-2026-06-30,alua
0304925002,034925002,Calaba,Calaba,barangay,0304925000,0300000000,0304900000,0304925000,,,,,U,PSGC-2026-Q2-2026-06-30,calaba-nueva-ecija
0304925004,034925004,Malapit,Malapit,barangay,0304925000,0300000000,0304900000,0304925000,,,,,U,PSGC-2026-Q2-2026-06-30,malapit
0304925005,034925005,Mangga,Mangga,barangay,0304925000,0300000000,0304900000,0304925000,,,,,R,PSGC-2026-Q2-2026-06-30,mangga-nueva-ecija
0304925006,034925006,Poblacion,Poblacion,barangay,0304925000,0300000000,0304900000,0304925000,,,,,U,PSGC-2026-Q2-2026-06-30,poblacion-nueva-ecija-0304925006
0304925008,034925008,Pulo,Pulo,barangay,0304925000,0300000000,0304900000,0304925000,,,,,U,PSGC-2026-Q2-2026-06-30,pulo-nueva-ecija
0304925010,034925010,San Roque,San Roque,barangay,0304925000,0300000000,0304900000,0304925000,,,,,U,PSGC-2026-Q2-2026-06-30,san-roque-nueva-ecija-0304925010
0304925011,034925011,Sto. Cristo,Sto. Cristo,barangay,0304925000,0300000000,0304900000,0304925000,,,,,U,PSGC-2026-Q2-2026-06-30,sto-cristo-nueva-ecija
0304925012,034925012,Tabon,Tabon,barangay,0304925000,0300000000,0304900000,0304925000,,,,,R,PSGC-2026-Q2-2026-06-30,tabon-nueva-ecija
0304926000,034926000,San Jose City,San Jose City,city,0304900000,0300000000,0304900000,0304926000,Component City,2nd,,,,PSGC-2026-Q2-2026-06-30,san-jose-city-nueva-ecija
0304926001,034926001,A. Pascual,A. Pascual,barangay,0304926000,0300000000,0304900000,0304926000,,,,,R,PSGC-2026-Q2-2026-06-30,a-pascual
0304926002,034926002,Abar Ist,Abar Ist,barangay,0304926000,0300000000,0304900000,0304926000,,,,,U,PSGC-2026-Q2-2026-06-30,abar-ist
0304926003,034926003,Abar 2nd,Abar 2nd,barangay,0304926000,0300000000,0304900000,0304926000,,,,,R,PSGC-2026-Q2-2026-06-30,abar-2nd
0304926004,034926004,Bagong Sikat,Bagong Sikat,barangay,0304926000,0300000000,0304900000,0304926000,,,,,R,PSGC-2026-Q2-2026-06-30,bagong-sikat-nueva-ecija-0304926004
0304926005,034926005,Caanawan,Caanawan,barangay,0304926000,0300000000,0304900000,0304926000,,,,,U,PSGC-2026-Q2-2026-06-30,caanawan
0304926006,034926006,Calaocan,Calaocan,barangay,0304926000,0300000000,0304900000,0304926000,,,,,U,PSGC-2026-Q2-2026-06-30,calaocan-nueva-ecija
0304926007,034926007,Camanacsacan,Camanacsacan,barangay,0304926000,0300000000,0304900000,0304926000,,,,,R,PSGC-2026-Q2-2026-06-30,camanacsacan
0304926008,034926008,Culaylay,Culaylay,barangay,0304926000,0300000000,0304900000,0304926000,,,,,R,PSGC-2026-Q2-2026-06-30,culaylay
0304926009,034926009,Dizol,Dizol,barangay,0304926000,0300000000,0304900000,0304926000,,,,,R,PSGC-2026-Q2-2026-06-30,dizol
0304926010,034926010,Kaliwanagan,Kaliwanagan,barangay,0304926000,0300000000,0304900000,0304926000,,,,,R,PSGC-2026-Q2-2026-06-30,kaliwanagan
0304926011,034926011,Kita-Kita,Kita-Kita,barangay,0304926000,0300000000,0304900000,0304926000,,,,,U,PSGC-2026-Q2-2026-06-30,kita-kita-nueva-ecija
0304926012,034926012,Malasin,Malasin,barangay,0304926000,0300000000,0304900000,0304926000,,,,,U,PSGC-2026-Q2-2026-06-30,malasin-nueva-ecija
0304926013,034926013,Manicla,Manicla,barangay,0304926000,0300000000,0304900000,0304926000,,,,,R,PSGC-2026-Q2-2026-06-30,manicla
0304926014,034926014,Palestina,Palestina,barangay,0304926000,0300000000,0304900000,0304926000,,,,,U,PSGC-2026-Q2-2026-06-30,palestina-nueva-ecija
0304926015,034926015,Parang Mangga,Parang Mangga,barangay,0304926000,0300000000,0304900000,0304926000,,,,,R,PSGC-2026-Q2-2026-06-30,parang-mangga
0304926016,034926016,Villa Joson,Villa Joson,barangay,0304926000,0300000000,0304900000,0304926000,,,Parilla,,R,PSGC-2026-Q2-2026-06-30,villa-joson
0304926017,034926017,Pinili,Pinili,barangay,0304926000,0300000000,0304900000,0304926000,,,,,R,PSGC-2026-Q2-2026-06-30,pinili-nueva-ecija
0304926019,034926019,"Rafael Rueda, Sr. Pob.","Rafael Rueda, Sr. Pob.",barangay,0304926000,0300000000,0304900000,0304926000,,,District I,,U,PSGC-2026-Q2-2026-06-30,rafael-rueda-sr-pob
0304926020,034926020,Ferdinand E. Marcos Pob.,Ferdinand E. Marcos Pob.,barangay,0304926000,0300000000,0304900000,0304926000,,,District II,,U,PSGC-2026-Q2-2026-06-30,ferdinand-e-marcos-pob
0304926021,034926021,Canuto Ramos Pob.,Canuto Ramos Pob.,barangay,0304926000,0300000000,0304900000,0304926000,,,District III,,R,PSGC-2026-Q2-2026-06-30,canuto-ramos-pob
0304926022,034926022,Raymundo Eugenio Pob.,Raymundo Eugenio Pob.,barangay,0304926000,0300000000,0304900000,0304926000,,,District IV,,U,PSGC-2026-Q2-2026-06-30,raymundo-eugenio-pob
0304926023,034926023,Crisanto Sanchez Pob.,Crisanto Sanchez Pob.,barangay,0304926000,0300000000,0304900000,0304926000,,,District V,,R,PSGC-2026-Q2-2026-06-30,crisanto-sanchez-pob
0304926024,034926024,Porais,Porais,barangay,0304926000,0300000000,0304900000,0304926000,,,,,R,PSGC-2026-Q2-2026-06-30,porais
0304926027,034926027,San Agustin,San Agustin,barangay,0304926000,0300000000,0304900000,0304926000,,,,,U,PSGC-2026-Q2-2026-06-30,san-agustin-nueva-ecija-0304926027
0304926028,034926028,San Juan,San Juan,barangay,0304926000,0300000000,0304900000,0304926000,,,,,R,PSGC-2026-Q2-2026-06-30,san-juan-nueva-ecija-0304926028
0304926029,034926029,San Mauricio,San Mauricio,barangay,0304926000,0300000000,0304900000,0304926000,,,,,R,PSGC-2026-Q2-2026-06-30,san-mauricio
0304926030,034926030,Santo Niño 1st,Santo Niño 1st,barangay,0304926000,0300000000,0304900000,0304926000,,,,,U,PSGC-2026-Q2-2026-06-30,santo-nino-1st
0304926031,034926031,Santo Niño 2nd,Santo Niño 2nd,barangay,0304926000,0300000000,0304900000,0304926000,,,,,U,PSGC-2026-Q2-2026-06-30,santo-nino-2nd
0304926032,034926032,Santo Tomas,Santo Tomas,barangay,0304926000,0300000000,0304900000,0304926000,,,,,U,PSGC-2026-Q2-2026-06-30,santo-tomas-nueva-ecija-0304926032
0304926033,034926033,Sibut,Sibut,barangay,0304926000,0300000000,0304900000,0304926000,,,,,U,PSGC-2026-Q2-2026-06-30,sibut
0304926034,034926034,Sinipit Bubon,Sinipit Bubon,barangay,0304926000,0300000000,0304900000,0304926000,,,,,R,PSGC-2026-Q2-2026-06-30,sinipit-bubon
0304926035,034926035,Santo Niño 3rd,Santo Niño 3rd,barangay,0304926000,0300000000,0304900000,0304926000,,,,,U,PSGC-2026-Q2-2026-06-30,santo-nino-3rd
0304926036,034926036,Tabulac,Tabulac,barangay,0304926000,0300000000,0304900000,0304926000,,,,,R,PSGC-2026-Q2-2026-06-30,tabulac
0304926037,034926037,Tayabo,Tayabo,barangay,0304926000,0300000000,0304900000,0304926000,,,,,U,PSGC-2026-Q2-2026-06-30,tayabo
0304926038,034926038,Tondod,Tondod,barangay,0304926000,0300000000,0304900000,0304926000,,,,,R,PSGC-2026-Q2-2026-06-30,tondod
0304926039,034926039,Tulat,Tulat,barangay,0304926000,0300000000,0304900000,0304926000,,,,,R,PSGC-2026-Q2-2026-06-30,tulat
0304926040,034926040,Villa Floresta,Villa Floresta,barangay,0304926000,0300000000,0304900000,0304926000,,,,,R,PSGC-2026-Q2-2026-06-30,villa-floresta
0304926042,034926042,Villa Marina,Villa Marina,barangay,0304926000,0300000000,0304900000,0304926000,,,,,R,PSGC-2026-Q2-2026-06-30,villa-marina
0304927000,034927000,San Leonardo,San Leonardo,municipality,0304900000,0300000000,0304900000,0304927000,,1st,,,,PSGC-2026-Q2-2026-06-30,san-leonardo-nueva-ecija
0304927002,034927002,Bonifacio District,Bonifacio District,barangay,0304927000,0300000000,0304900000,0304927000,,,,Pob.,R,PSGC-2026-Q2-2026-06-30,bonifacio-district-nueva-ecija-0304927002
0304927003,034927003,Burgos District,Burgos District,barangay,0304927000,0300000000,0304900000,0304927000,,,,Pob.,R,PSGC-2026-Q2-2026-06-30,burgos-district
0304927004,034927004,Castellano,Castellano,barangay,0304927000,0300000000,0304900000,0304927000,,,,,U,PSGC-2026-Q2-2026-06-30,castellano
0304927005,034927005,Diversion,Diversion,barangay,0304927000,0300000000,0304900000,0304927000,,,,,U,PSGC-2026-Q2-2026-06-30,diversion
0304927006,034927006,Magpapalayoc,Magpapalayoc,barangay,0304927000,0300000000,0304900000,0304927000,,,,,U,PSGC-2026-Q2-2026-06-30,magpapalayoc
0304927007,034927007,Mallorca,Mallorca,barangay,0304927000,0300000000,0304900000,0304927000,,,,,U,PSGC-2026-Q2-2026-06-30,mallorca
0304927008,034927008,Mambangnan,Mambangnan,barangay,0304927000,0300000000,0304900000,0304927000,,,,,U,PSGC-2026-Q2-2026-06-30,mambangnan
0304927009,034927009,Nieves,Nieves,barangay,0304927000,0300000000,0304900000,0304927000,,,,,U,PSGC-2026-Q2-2026-06-30,nieves
0304927010,034927010,San Bartolome,San Bartolome,barangay,0304927000,0300000000,0304900000,0304927000,,,,Pob.,R,PSGC-2026-Q2-2026-06-30,san-bartolome-nueva-ecija
0304927011,034927011,Rizal District,Rizal District,barangay,0304927000,0300000000,0304900000,0304927000,,,,Pob.,R,PSGC-2026-Q2-2026-06-30,rizal-district
0304927012,034927012,San Anton,San Anton,barangay,0304927000,0300000000,0304900000,0304927000,,,,,U,PSGC-2026-Q2-2026-06-30,san-anton
0304927013,034927013,San Roque,San Roque,barangay,0304927000,0300000000,0304900000,0304927000,,,,,R,PSGC-2026-Q2-2026-06-30,san-roque-nueva-ecija-0304927013
0304927014,034927014,Tabuating,Tabuating,barangay,0304927000,0300000000,0304900000,0304927000,,,,,U,PSGC-2026-Q2-2026-06-30,tabuating
0304927015,034927015,Tagumpay,Tagumpay,barangay,0304927000,0300000000,0304900000,0304927000,,,,,R,PSGC-2026-Q2-2026-06-30,tagumpay-nueva-ecija-0304927015
0304927016,034927016,Tambo Adorable,Tambo Adorable,barangay,0304927000,0300000000,0304900000,0304927000,,,,,U,PSGC-2026-Q2-2026-06-30,tambo-adorable
0304928000,034928000,Santa Rosa,Santa Rosa,municipality,0304900000,0300000000,0304900000,0304928000,,1st,,,,PSGC-2026-Q2-2026-06-30,santa-rosa-nueva-ecija
0304928001,034928001,Cojuangco,Cojuangco,barangay,0304928000,0300000000,0304900000,0304928000,,,,Pob.,U,PSGC-2026-Q2-2026-06-30,cojuangco
0304928002,034928002,La Fuente,La Fuente,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,la-fuente
0304928003,034928003,Liwayway,Liwayway,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,liwayway-nueva-ecija
0304928004,034928004,Malacañang,Malacañang,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,malacanang-nueva-ecija
0304928005,034928005,Maliolio,Maliolio,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,maliolio
0304928007,034928007,Mapalad,Mapalad,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,mapalad-nueva-ecija
0304928010,034928010,Rizal,Rizal,barangay,0304928000,0300000000,0304900000,0304928000,,,,Pob.,U,PSGC-2026-Q2-2026-06-30,rizal-nueva-ecija-0304928010
0304928011,034928011,Rajal Centro,Rajal Centro,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,rajal-centro
0304928012,034928012,Rajal Norte,Rajal Norte,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,rajal-norte
0304928013,034928013,Rajal Sur,Rajal Sur,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,rajal-sur
0304928015,034928015,San Gregorio,San Gregorio,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,san-gregorio-nueva-ecija-0304928015
0304928016,034928016,San Mariano,San Mariano,barangay,0304928000,0300000000,0304900000,0304928000,,,,,U,PSGC-2026-Q2-2026-06-30,san-mariano-nueva-ecija-0304928016
0304928017,034928017,San Pedro,San Pedro,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,san-pedro-nueva-ecija-0304928017
0304928018,034928018,Santo Rosario,Santo Rosario,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,santo-rosario-nueva-ecija-0304928018
0304928019,034928019,Soledad,Soledad,barangay,0304928000,0300000000,0304900000,0304928000,,,,,U,PSGC-2026-Q2-2026-06-30,soledad-nueva-ecija
0304928020,034928020,Valenzuela,Valenzuela,barangay,0304928000,0300000000,0304900000,0304928000,,,,Pob.,U,PSGC-2026-Q2-2026-06-30,valenzuela-nueva-ecija
0304928021,034928021,Zamora,Zamora,barangay,0304928000,0300000000,0304900000,0304928000,,,,Pob.,R,PSGC-2026-Q2-2026-06-30,zamora-nueva-ecija
0304928022,034928022,Aguinaldo,Aguinaldo,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,aguinaldo-nueva-ecija
0304928023,034928023,Berang,Berang,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,berang
0304928024,034928024,Burgos,Burgos,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,burgos-nueva-ecija-0304928024
0304928025,034928025,Del Pilar,Del Pilar,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,del-pilar-nueva-ecija-0304928025
0304928026,034928026,Gomez,Gomez,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,gomez-nueva-ecija-0304928026
0304928027,034928027,Inspector,Inspector,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,inspector
0304928028,034928028,Isla,Isla,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,isla-nueva-ecija-0304928028
0304928029,034928029,Lourdes,Lourdes,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,lourdes-nueva-ecija-0304928029
0304928030,034928030,Luna,Luna,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,luna-nueva-ecija-0304928030
0304928031,034928031,Mabini,Mabini,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,mabini-nueva-ecija-0304928031
0304928032,034928032,San Isidro,San Isidro,barangay,0304928000,0300000000,0304900000,0304928000,,,,,U,PSGC-2026-Q2-2026-06-30,san-isidro-nueva-ecija-0304928032
0304928033,034928033,San Josep,San Josep,barangay,0304928000,0300000000,0304900000,0304928000,,,,,U,PSGC-2026-Q2-2026-06-30,san-josep
0304928034,034928034,Santa Teresita,Santa Teresita,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,santa-teresita-nueva-ecija
0304928035,034928035,Sapsap,Sapsap,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,sapsap
0304928036,034928036,Tagpos,Tagpos,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,tagpos-nueva-ecija
0304928037,034928037,Tramo,Tramo,barangay,0304928000,0300000000,0304900000,0304928000,,,,,R,PSGC-2026-Q2-2026-06-30,tramo
0304929000,034929000,Santo Domingo,Santo Domingo,municipality,0304900000,0300000000,0304900000,0304929000,,1st,,,,PSGC-2026-Q2-2026-06-30,santo-domingo-nueva-ecija
0304929002,034929002,Baloc,Baloc,barangay,0304929000,0300000000,0304900000,0304929000,,,,,U,PSGC-2026-Q2-2026-06-30,baloc
0304929004,034929004,Buasao,Buasao,barangay,0304929000,0300000000,0304900000,0304929000,,,,,R,PSGC-2026-Q2-2026-06-30,buasao
0304929005,034929005,Burgos,Burgos,barangay,0304929000,0300000000,0304900000,0304929000,,,,,R,PSGC-2026-Q2-2026-06-30,burgos-nueva-ecija-0304929005
0304929006,034929006,Cabugao,Cabugao,barangay,0304929000,0300000000,0304900000,0304929000,,,,,R,PSGC-2026-Q2-2026-06-30,cabugao-nueva-ecija
0304929007,034929007,Casulucan,Casulucan,barangay,0304929000,0300000000,0304900000,0304929000,,,,,R,PSGC-2026-Q2-2026-06-30,casulucan
0304929008,034929008,Comitang,Comitang,barangay,0304929000,0300000000,0304900000,0304929000,,,,,R,PSGC-2026-Q2-2026-06-30,comitang
0304929009,034929009,Concepcion,Concepcion,barangay,0304929000,0300000000,0304900000,0304929000,,,,,R,PSGC-2026-Q2-2026-06-30,concepcion-nueva-ecija-0304929009
0304929011,034929011,Dolores,Dolores,barangay,0304929000,0300000000,0304900000,0304929000,,,,,R,PSGC-2026-Q2-2026-06-30,dolores-nueva-ecija
0304929012,034929012,General Luna,General Luna,barangay,0304929000,0300000000,0304900000,0304929000,,,,,R,PSGC-2026-Q2-2026-06-30,general-luna-nueva-ecija-0304929012
0304929014,034929014,Hulo,Hulo,barangay,0304929000,0300000000,0304900000,0304929000,,,,,R,PSGC-2026-Q2-2026-06-30,hulo-nueva-ecija
0304929016,034929016,Mabini,Mabini,barangay,0304929000,0300000000,0304900000,0304929000,,,,,U,PSGC-2026-Q2-2026-06-30,mabini-nueva-ecija-0304929016
0304929017,034929017,Malasin,Malasin,barangay,0304929000,0300000000,0304900000,0304929000,,,,,U,PSGC-2026-Q2-2026-06-30,malasin-nueva-ecija-0304929017
0304929019,034929019,Malayantoc,Malayantoc,barangay,0304929000,0300000000,0304900000,0304929000,,,,,U,PSGC-2026-Q2-2026-06-30,malayantoc
0304929020,034929020,Mambarao,Mambarao,barangay,0304929000,0300000000,0304900000,0304929000,,,,,R,PSGC-2026-Q2-2026-06-30,mambarao
0304929023,034929023,Poblacion,Poblacion,barangay,0304929000,0300000000,0304900000,0304929000,,,,,R,PSGC-2026-Q2-2026-06-30,poblacion-nueva-ecija-0304929023
0304929024,034929024,Malaya,Malaya,barangay,0304929000,0300000000,0304900000,0304929000,,,Pook Malaya,,R,PSGC-2026-Q2-2026-06-30,malaya-nueva-ecija
0304929026,034929026,Pulong Buli,Pulong Buli,barangay,0304929000,0300000000,0304900000,0304929000,,,,,R,PSGC-2026-Q2-2026-06-30,pulong-buli
0304929029,034929029,Sagaba,Sagaba,barangay,0304929000,0300000000,0304900000,0304929000,,,,,R,PSGC-2026-Q2-2026-06-30,sagaba
0304929030,034929030,San Agustin,San Agustin,barangay,0304929000,0300000000,0304900000,0304929000,,,,,R,PSGC-2026-Q2-2026-06-30,san-agustin-nueva-ecija-0304929030
0304929031,034929031,San Fabian,San Fabian,barangay,0304929000,0300000000,0304900000,0304929000,,,,,R,PSGC-2026-Q2-2026-06-30,san-fabian-nueva-ecija
0304929032,034929032,San Francisco,San Francisco,barangay,0304929000,0300000000,0304900000,0304929000,,,,,R,PSGC-2026-Q2-2026-06-30,san-francisco-nueva-ecija-0304929032
0304929033,034929033,San Pascual,San Pascual,barangay,0304929000,0300000000,0304900000,0304929000,,,,,R,PSGC-2026-Q2-2026-06-30,san-pascual-nueva-ecija
0304929034,034929034,Santa Rita,Santa Rita,barangay,0304929000,0300000000,0304900000,0304929000,,,,,R,PSGC-2026-Q2-2026-06-30,santa-rita-nueva-ecija-0304929034
0304929036,034929036,Santo Rosario,Santo Rosario,barangay,0304929000,0300000000,0304900000,0304929000,,,,,U,PSGC-2026-Q2-2026-06-30,santo-rosario-nueva-ecija-0304929036
0304930000,034930000,Talavera,Talavera,municipality,0304900000,0300000000,0304900000,0304930000,,1st,,,,PSGC-2026-Q2-2026-06-30,talavera
0304930001,034930001,Andal Alino,Andal Alino,barangay,0304930000,0300000000,0304900000,0304930000,,,,Pob.,R,PSGC-2026-Q2-2026-06-30,andal-alino
0304930002,034930002,Bagong Sikat,Bagong Sikat,barangay,0304930000,0300000000,0304900000,0304930000,,,,,R,PSGC-2026-Q2-2026-06-30,bagong-sikat-nueva-ecija-0304930002
0304930003,034930003,Bagong Silang,Bagong Silang,barangay,0304930000,0300000000,0304900000,0304930000,,,,,R,PSGC-2026-Q2-2026-06-30,bagong-silang-nueva-ecija-0304930003
0304930004,034930004,Bakal I,Bakal I,barangay,0304930000,0300000000,0304900000,0304930000,,,,,R,PSGC-2026-Q2-2026-06-30,bakal-i
0304930005,034930005,Bakal II,Bakal II,barangay,0304930000,0300000000,0304900000,0304930000,,,,,U,PSGC-2026-Q2-2026-06-30,bakal-ii
0304930006,034930006,Bakal III,Bakal III,barangay,0304930000,0300000000,0304900000,0304930000,,,,,U,PSGC-2026-Q2-2026-06-30,bakal-iii
0304930008,034930008,Baluga,Baluga,barangay,0304930000,0300000000,0304900000,0304930000,,,,,R,PSGC-2026-Q2-2026-06-30,baluga
0304930009,034930009,Bantug,Bantug,barangay,0304930000,0300000000,0304900000,0304930000,,,,,R,PSGC-2026-Q2-2026-06-30,bantug-nueva-ecija-0304930009
0304930010,034930010,Bantug Hacienda,Bantug Hacienda,barangay,0304930000,0300000000,0304900000,0304930000,,,,,R,PSGC-2026-Q2-2026-06-30,bantug-hacienda
0304930011,034930011,Bantug Hamog,Bantug Hamog,barangay,0304930000,0300000000,0304900000,0304930000,,,Basang Hamog,,R,PSGC-2026-Q2-2026-06-30,bantug-hamog
0304930012,034930012,Bugtong na Buli,Bugtong na Buli,barangay,0304930000,0300000000,0304900000,0304930000,,,,,R,PSGC-2026-Q2-2026-06-30,bugtong-na-buli
0304930013,034930013,Bulac,Bulac,barangay,0304930000,0300000000,0304900000,0304930000,,,,,R,PSGC-2026-Q2-2026-06-30,bulac-nueva-ecija
0304930014,034930014,Burnay,Burnay,barangay,0304930000,0300000000,0304900000,0304930000,,,,,R,PSGC-2026-Q2-2026-06-30,burnay-nueva-ecija
0304930015,034930015,Calipahan,Calipahan,barangay,0304930000,0300000000,0304900000,0304930000,,,,,U,PSGC-2026-Q2-2026-06-30,calipahan
0304930016,034930016,Campos,Campos,barangay,0304930000,0300000000,0304900000,0304930000,,,,,R,PSGC-2026-Q2-2026-06-30,campos-nueva-ecija
0304930018,034930018,Casulucan Este,Casulucan Este,barangay,0304930000,0300000000,0304900000,0304930000,,,,,R,PSGC-2026-Q2-2026-06-30,casulucan-este
0304930019,034930019,Collado,Collado,barangay,0304930000,0300000000,0304900000,0304930000,,,,,R,PSGC-2026-Q2-2026-06-30,collado
